month,lon,lat,depth,don,dop,doc
4,53.1249,-34.0001,4702.4,1.6,-999.0,40.8975
4,53.1249,-34.0001,4821.4,1.25,-999.0,41.3075
4,53.636,-33.9977,5.4,-999.0,-999.0,-999.0
4,53.636,-33.9977,20.9,-999.0,-999.0,-999.0
4,53.636,-33.9977,40.0,-999.0,-999.0,-999.0
4,53.636,-33.9977,65.6,-999.0,-999.0,-999.0
4,53.636,-33.9977,91.6,-999.0,-999.0,-999.0
4,53.636,-33.9977,137.6,-999.0,-999.0,-999.0
4,53.636,-33.9977,186.2,-999.0,-999.0,-999.0
4,53.636,-33.9977,236.1,-999.0,-999.0,-999.0
4,53.636,-33.9977,286.9,-999.0,-999.0,-999.0
4,53.636,-33.9977,336.6,-999.0,-999.0,-999.0
4,53.636,-33.9977,386.5,-999.0,-999.0,-999.0
4,53.636,-33.9977,436.1,-999.0,-999.0,-999.0
4,53.636,-33.9977,485.8,-999.0,-999.0,-999.0
4,53.636,-33.9977,566.6,-999.0,-999.0,-999.0
4,53.636,-33.9977,665.5,-999.0,-999.0,-999.0
4,53.636,-33.9977,766.1,-999.0,-999.0,-999.0
4,53.636,-33.9977,865.4,-999.0,-999.0,-999.0
4,53.636,-33.9977,967.4,-999.0,-999.0,-999.0
4,53.636,-33.9977,1065.8,-999.0,-999.0,-999.0
4,53.636,-33.9977,1169.1,-999.0,-999.0,-999.0
4,53.636,-33.9977,1267.0,-999.0,-999.0,-999.0
4,53.636,-33.9977,1367.9,-999.0,-999.0,-999.0
4,53.636,-33.9977,1469.2,-999.0,-999.0,-999.0
4,53.636,-33.9977,1563.3,-999.0,-999.0,-999.0
4,53.636,-33.9977,1734.8,-999.0,-999.0,-999.0
4,53.636,-33.9977,1936.2,-999.0,-999.0,-999.0
4,53.636,-33.9977,2162.7,-999.0,-999.0,-999.0
4,53.636,-33.9977,2414.7,-999.0,-999.0,-999.0
4,53.636,-33.9977,2663.0,-999.0,-999.0,-999.0
4,53.636,-33.9977,2913.1,-999.0,-999.0,-999.0
4,53.636,-33.9977,3196.8,-999.0,-999.0,-999.0
4,53.636,-33.9977,3500.5,-999.0,-999.0,-999.0
4,53.636,-33.9977,3792.8,-999.0,-999.0,-999.0
4,53.636,-33.9977,4111.1,-999.0,-999.0,-999.0
4,53.636,-33.9977,4345.1,-999.0,-999.0,-999.0
4,53.636,-33.9977,4509.9,-999.0,-999.0,-999.0
4,54.1737,-33.9978,8.2,3.45,-999.0,65.73325
4,54.1737,-33.9978,30.2,3.94,-999.0,66.51225
4,54.1737,-33.9978,55.8,3.97,-999.0,64.19575
4,54.1737,-33.9978,80.6,5.32,-999.0,61.377
4,54.1737,-33.9978,106.1,5.08,-999.0,58.0355
4,54.1737,-33.9978,131.2,3.7,-999.0,56.047
4,54.1737,-33.9978,155.6,2.84,-999.0,55.3705
4,54.1737,-33.9978,205.8,2.28,-999.0,54.1405
4,54.1737,-33.9978,253.3,2.87,-999.0,53.4025
4,54.1737,-33.9978,304.5,2.8,-999.0,52.12125
4,54.1737,-33.9978,355.9,2.33,-999.0,50.87075
4,54.1737,-33.9978,404.3,1.89,-999.0,49.8765
4,54.1737,-33.9978,455.4,1.95,-999.0,48.954
4,54.1737,-33.9978,504.2,2.1,-999.0,47.79575
4,54.1737,-33.9978,603.9,1.9,-999.0,46.6375
4,54.1737,-33.9978,705.3,1.42,-999.0,45.74575
4,54.1737,-33.9978,805.8,1.61,-999.0,44.7925
4,54.1737,-33.9978,906.8,1.62,-999.0,43.96225
4,54.1737,-33.9978,1006.2,1.51,-999.0,43.36775
4,54.1737,-33.9978,1105.9,1.52,-999.0,42.804
4,54.1737,-33.9978,1204.8,1.24,-999.0,42.2915
4,54.1737,-33.9978,1305.5,2.02,-999.0,41.80975
4,54.1737,-33.9978,1406.2,1.79,-999.0,41.8405
4,54.1737,-33.9978,1508.0,1.18,-999.0,41.82
4,54.1737,-33.9978,1609.5,1.72,-999.0,41.656
4,54.1737,-33.9978,1710.0,1.16,-999.0,41.48175
4,54.1737,-33.9978,1809.4,1.67,-999.0,41.451
4,54.1737,-33.9978,2012.6,1.52,-999.0,40.90775
4,54.1737,-33.9978,2263.9,1.79,-999.0,40.86675
4,54.1737,-33.9978,2515.1,1.85,-999.0,40.78475
4,54.1737,-33.9978,2767.6,1.21,-999.0,40.78475
4,54.1737,-33.9978,3021.6,1.85,-999.0,40.795
4,54.1737,-33.9978,3324.9,1.27,-999.0,40.84625
4,54.1737,-33.9978,3630.7,1.55,-999.0,40.795
4,54.1737,-33.9978,3864.3,2.07,-999.0,40.72325
4,54.1737,-33.9978,4100.5,2.06,-999.0,40.8975
4,54.5112,-33.9988,8.7,-999.0,-999.0,-999.0
4,54.5112,-33.9988,38.3,-999.0,-999.0,-999.0
4,54.5112,-33.9988,63.0,-999.0,-999.0,-999.0
4,54.5112,-33.9988,88.5,-999.0,-999.0,-999.0
4,54.5112,-33.9988,113.2,-999.0,-999.0,-999.0
4,54.5112,-33.9988,138.1,-999.0,-999.0,-999.0
4,54.5112,-33.9988,162.4,-999.0,-999.0,-999.0
4,54.5112,-33.9988,188.2,-999.0,-999.0,-999.0
4,54.5112,-33.9988,213.1,-999.0,-999.0,-999.0
4,54.5112,-33.9988,237.7,-999.0,-999.0,-999.0
4,54.5112,-33.9988,267.3,-999.0,-999.0,-999.0
4,54.5112,-33.9988,317.5,-999.0,-999.0,-999.0
4,54.5112,-33.9988,367.0,-999.0,-999.0,-999.0
4,54.5112,-33.9988,417.5,-999.0,-999.0,-999.0
4,54.5112,-33.9988,467.3,-999.0,-999.0,-999.0
4,54.5112,-33.9988,536.7,-999.0,-999.0,-999.0
4,54.5112,-33.9988,635.8,-999.0,-999.0,-999.0
4,54.5112,-33.9988,736.1,-999.0,-999.0,-999.0
4,54.5112,-33.9988,836.3,-999.0,-999.0,-999.0
4,54.5112,-33.9988,937.2,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1037.0,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1137.8,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1239.5,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1339.9,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1440.1,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1539.7,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1641.0,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1741.6,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1842.5,-999.0,-999.0,-999.0
4,54.5112,-33.9988,1943.1,-999.0,-999.0,-999.0
4,54.5112,-33.9988,2023.0,-999.0,-999.0,-999.0
4,54.8836,-33.9975,3.3,3.85,-999.0,64.95425
4,54.8836,-33.9975,19.9,3.66,-999.0,65.846
4,54.8836,-33.9975,40.5,3.93,-999.0,64.72875
4,54.8836,-33.9975,64.9,3.64,-999.0,61.22325
4,54.8836,-33.9975,89.9,3.6,-999.0,58.12775
4,54.8836,-33.9975,115.5,3.46,-999.0,55.555
4,54.8836,-33.9975,139.2,3.08,-999.0,53.88425
4,54.8836,-33.9975,184.7,2.87,-999.0,52.67475
4,54.8836,-33.9975,234.9,2.76,-999.0,51.3115
4,54.8836,-33.9975,283.9,2.5,-999.0,49.364
4,54.8836,-33.9975,333.5,2.2,-999.0,48.5645
4,54.8836,-33.9975,384.2,1.95,-999.0,46.863
4,54.8836,-33.9975,434.9,1.83,-999.0,46.1455
4,54.8836,-33.9975,485.0,1.65,-999.0,45.428
4,54.8836,-33.9975,565.1,1.25,-999.0,44.59775
4,54.8836,-33.9975,664.1,1.79,-999.0,43.59325
4,54.8836,-33.9975,764.7,1.44,-999.0,42.83475
4,54.8836,-33.9975,864.1,1.87,-999.0,42.271
4,54.8836,-33.9975,963.9,1.98,-999.0,42.0865
4,54.8836,-33.9975,1065.3,1.91,-999.0,41.87125
4,54.8836,-33.9975,1166.9,1.57,-999.0,41.42025
4,54.8836,-33.9975,1266.1,1.69,-999.0,40.96925
4,54.8836,-33.9975,1366.2,2.0,-999.0,41.246
4,54.8836,-33.9975,1461.9,1.93,-999.0,41.1845
4,54.8836,-33.9975,1563.7,1.8,-999.0,41.44075
4,54.8836,-33.9975,1663.3,1.67,-999.0,41.4715
4,54.8836,-33.9975,1764.6,1.58,-999.0,41.13325
4,54.8836,-33.9975,1936.5,1.85,-999.0,41.041
4,54.8836,-33.9975,2162.0,1.47,-999.0,40.55925
4,54.8836,-33.9975,2414.8,1.72,-999.0,40.51825
4,54.8836,-33.9975,2662.6,1.77,-999.0,40.45675
4,54.8836,-33.9975,2936.9,1.67,-999.0,40.426
4,54.8836,-33.9975,3223.6,1.74,-999.0,40.795
4,54.8836,-33.9975,3527.5,1.76,-999.0,40.18
4,54.8836,-33.9975,3730.9,1.44,-999.0,41.0205
4,54.8836,-33.9975,3955.0,1.12,-999.0,41.1435
4,55.2942,-33.9984,3.6,-999.0,-999.0,-999.0
4,55.2942,-33.9984,24.4,-999.0,-999.0,-999.0
4,55.2942,-33.9984,48.5,-999.0,-999.0,-999.0
4,55.2942,-33.9984,72.2,-999.0,-999.0,-999.0
4,55.2942,-33.9984,98.2,-999.0,-999.0,-999.0
4,55.2942,-33.9984,123.2,-999.0,-999.0,-999.0
4,55.2942,-33.9984,153.6,-999.0,-999.0,-999.0
4,55.2942,-33.9984,179.1,-999.0,-999.0,-999.0
4,55.2942,-33.9984,202.9,-999.0,-999.0,-999.0
4,55.2942,-33.9984,228.4,-999.0,-999.0,-999.0
4,55.2942,-33.9984,253.1,-999.0,-999.0,-999.0
4,55.2942,-33.9984,302.3,-999.0,-999.0,-999.0
4,55.2942,-33.9984,350.9,-999.0,-999.0,-999.0
4,55.2942,-33.9984,401.2,-999.0,-999.0,-999.0
4,55.2942,-33.9984,450.8,-999.0,-999.0,-999.0
4,55.2942,-33.9984,500.3,-999.0,-999.0,-999.0
4,55.2942,-33.9984,601.8,-999.0,-999.0,-999.0
4,55.2942,-33.9984,702.1,-999.0,-999.0,-999.0
4,55.2942,-33.9984,800.7,-999.0,-999.0,-999.0
4,55.2942,-33.9984,900.1,-999.0,-999.0,-999.0
4,55.2942,-33.9984,997.9,-999.0,-999.0,-999.0
4,55.2942,-33.9984,1099.4,-999.0,-999.0,-999.0
4,55.2942,-33.9984,1199.9,-999.0,-999.0,-999.0
4,55.2942,-33.9984,1298.8,-999.0,-999.0,-999.0
4,55.2942,-33.9984,1398.4,-999.0,-999.0,-999.0
4,55.2942,-33.9984,1499.7,-999.0,-999.0,-999.0
4,55.2942,-33.9984,1582.2,-999.0,-999.0,-999.0
4,55.2942,-33.9984,1661.5,-999.0,-999.0,-999.0
4,55.7513,-33.997,3.3,4.38,-999.0,65.77425
4,55.7513,-33.997,35.9,4.08,-999.0,64.05225
4,55.7513,-33.997,60.4,4.01,-999.0,62.84275
4,55.7513,-33.997,85.7,5.17,-999.0,58.343
4,55.7513,-33.997,110.8,3.84,-999.0,57.00025
4,55.7513,-33.997,135.8,3.56,-999.0,54.39675
4,55.7513,-33.997,165.3,3.88,-999.0,53.874
4,55.7513,-33.997,216.2,3.29,-999.0,51.91625
4,55.7513,-33.997,265.2,3.96,-999.0,51.03475
4,55.7513,-33.997,315.3,3.41,-999.0,50.2045
4,55.7513,-33.997,365.8,2.89,-999.0,49.282
4,55.7513,-33.997,415.2,2.09,-999.0,48.544
4,55.7513,-33.997,463.7,1.79,-999.0,47.79575
4,55.7513,-33.997,533.9,2.2,-999.0,46.83225
4,55.7513,-33.997,633.5,1.7,-999.0,46.0635
4,55.7513,-33.997,734.1,1.68,-999.0,45.25375
4,55.7513,-33.997,833.0,2.2,-999.0,44.37225
4,55.7513,-33.997,934.9,1.9,-999.0,43.6035
4,55.7513,-33.997,1035.6,1.58,-999.0,43.16275
4,55.7513,-33.997,1135.9,1.77,-999.0,42.64
4,55.7513,-33.997,1236.1,1.72,-999.0,41.9225
4,55.7513,-33.997,1336.7,2.42,-999.0,41.697
4,55.7513,-33.997,1437.0,2.05,-999.0,41.31775
4,55.7513,-33.997,1532.4,2.24,-999.0,41.41
4,55.7513,-33.997,1664.0,2.08,-999.0,41.1025
4,55.7513,-33.997,1865.3,2.32,-999.0,41.0205
4,55.7513,-33.997,2081.9,2.2,-999.0,40.8975
4,55.7513,-33.997,2332.8,2.99,-999.0,41.451
4,55.7513,-33.997,2581.8,1.71,-999.0,41.533
4,55.7513,-33.997,2835.2,2.74,-999.0,41.58425
4,55.7513,-33.997,3097.8,2.14,-999.0,41.984
4,55.7513,-33.997,3402.7,2.98,-999.0,41.738
4,55.7513,-33.997,3695.9,3.99,-999.0,41.0
4,55.7513,-33.997,4037.8,3.18,-999.0,40.9385
4,55.7513,-33.997,4292.6,3.32,-999.0,41.19475
4,55.7513,-33.997,4437.0,3.49,-999.0,41.07175
4,56.0919,-33.998,10.7,-999.0,-999.0,-999.0
4,56.0919,-33.998,25.7,-999.0,-999.0,-999.0
4,56.0919,-33.998,46.0,-999.0,-999.0,-999.0
4,56.0919,-33.998,70.3,-999.0,-999.0,-999.0
4,56.0919,-33.998,95.0,-999.0,-999.0,-999.0
4,56.0919,-33.998,120.6,-999.0,-999.0,-999.0
4,56.0919,-33.998,144.7,-999.0,-999.0,-999.0
4,56.0919,-33.998,169.0,-999.0,-999.0,-999.0
4,56.0919,-33.998,196.2,-999.0,-999.0,-999.0
4,56.0919,-33.998,220.3,-999.0,-999.0,-999.0
4,56.0919,-33.998,245.4,-999.0,-999.0,-999.0
4,56.0919,-33.998,290.6,-999.0,-999.0,-999.0
4,56.0919,-33.998,340.2,-999.0,-999.0,-999.0
4,56.0919,-33.998,390.2,-999.0,-999.0,-999.0
4,56.0919,-33.998,439.8,-999.0,-999.0,-999.0
4,56.0919,-33.998,489.4,-999.0,-999.0,-999.0
4,56.0919,-33.998,570.0,-999.0,-999.0,-999.0
4,56.0919,-33.998,670.4,-999.0,-999.0,-999.0
4,56.0919,-33.998,771.1,-999.0,-999.0,-999.0
4,56.0919,-33.998,870.9,-999.0,-999.0,-999.0
4,56.0919,-33.998,970.4,-999.0,-999.0,-999.0
4,56.0919,-33.998,1070.7,-999.0,-999.0,-999.0
4,56.0919,-33.998,1171.6,-999.0,-999.0,-999.0
4,56.0919,-33.998,1271.0,-999.0,-999.0,-999.0
4,56.0919,-33.998,1371.0,-999.0,-999.0,-999.0
4,56.0919,-33.998,1473.8,-999.0,-999.0,-999.0
4,56.0919,-33.998,1572.6,-999.0,-999.0,-999.0
4,56.0919,-33.998,1673.3,-999.0,-999.0,-999.0
4,56.0919,-33.998,1774.8,-999.0,-999.0,-999.0
4,56.0919,-33.998,1875.2,-999.0,-999.0,-999.0
4,56.0919,-33.998,1976.3,-999.0,-999.0,-999.0
4,56.0919,-33.998,2172.0,-999.0,-999.0,-999.0
4,56.0919,-33.998,2266.2,-999.0,-999.0,-999.0
4,56.4469,-33.9985,10.0,4.68,-999.0,65.20025
4,56.4469,-33.9985,30.1,4.85,-999.0,65.0465
4,56.4469,-33.9985,54.8,4.53,-999.0,61.705
4,56.4469,-33.9985,79.9,4.54,-999.0,58.04575
4,56.4469,-33.9985,104.8,4.29,-999.0,56.129
4,56.4469,-33.9985,129.1,4.0,-999.0,54.3045
4,56.4469,-33.9985,154.3,3.94,-999.0,53.51525
4,56.4469,-33.9985,204.2,3.88,-999.0,52.65425
4,56.4469,-33.9985,253.7,3.65,-999.0,51.742
4,56.4469,-33.9985,304.7,2.76,-999.0,50.64525
4,56.4469,-33.9985,354.9,2.2,-999.0,50.1225
4,56.4469,-33.9985,404.9,1.22,-999.0,49.2205
4,56.4469,-33.9985,454.7,1.24,-999.0,48.22625
4,56.4469,-33.9985,503.6,1.52,-999.0,47.16025
4,56.4469,-33.9985,603.6,1.99,-999.0,46.44275
4,56.4469,-33.9985,703.1,1.65,-999.0,45.6945
4,56.4469,-33.9985,804.2,1.11,-999.0,44.55675
4,56.4469,-33.9985,904.6,1.62,-999.0,43.624
4,56.4469,-33.9985,1004.5,2.06,-999.0,42.6605
4,56.4469,-33.9985,1103.6,1.93,-999.0,41.64575
4,56.4469,-33.9985,1204.5,1.6,-999.0,40.82575
4,56.4469,-33.9985,1305.7,1.33,-999.0,40.877
4,56.4469,-33.9985,1405.3,1.74,-999.0,40.713
4,56.4469,-33.9985,1506.5,1.7,-999.0,40.5695
4,56.4469,-33.9985,1607.1,1.85,-999.0,40.88725
4,56.4469,-33.9985,1707.9,1.58,-999.0,41.0205
4,56.4469,-33.9985,1808.5,1.93,-999.0,40.68225
4,56.4469,-33.9985,2011.1,1.7,-999.0,40.18
4,56.4469,-33.9985,2261.8,1.61,-999.0,40.6925
4,56.4469,-33.9985,2514.8,1.57,-999.0,40.59
4,56.4469,-33.9985,2767.6,1.36,-999.0,41.0205
4,56.4469,-33.9985,3020.3,1.4,-999.0,40.9385
4,56.4469,-33.9985,3324.6,1.67,-999.0,41.37925
4,56.4469,-33.9985,3629.1,1.81,-999.0,40.88725
4,56.4469,-33.9985,3781.7,1.44,-999.0,41.2255
4,56.4469,-33.9985,3912.4,1.72,-999.0,40.754
4,56.986,-33.9985,3.6,-999.0,-999.0,-999.0
4,56.986,-33.9985,37.4,-999.0,-999.0,-999.0
4,56.986,-33.9985,62.5,-999.0,-999.0,-999.0
4,56.986,-33.9985,87.2,-999.0,-999.0,-999.0
4,56.986,-33.9985,117.0,-999.0,-999.0,-999.0
4,56.986,-33.9985,167.4,-999.0,-999.0,-999.0
4,56.986,-33.9985,217.5,-999.0,-999.0,-999.0
4,56.986,-33.9985,266.1,-999.0,-999.0,-999.0
4,56.986,-33.9985,316.9,-999.0,-999.0,-999.0
4,56.986,-33.9985,366.1,-999.0,-999.0,-999.0
4,56.986,-33.9985,437.0,-999.0,-999.0,-999.0
4,56.986,-33.9985,536.5,-999.0,-999.0,-999.0
4,56.986,-33.9985,635.7,-999.0,-999.0,-999.0
4,56.986,-33.9985,736.5,-999.0,-999.0,-999.0
4,56.986,-33.9985,836.6,-999.0,-999.0,-999.0
4,56.986,-33.9985,937.2,-999.0,-999.0,-999.0
4,56.986,-33.9985,1037.4,-999.0,-999.0,-999.0
4,56.986,-33.9985,1132.4,-999.0,-999.0,-999.0
4,56.986,-33.9985,1263.9,-999.0,-999.0,-999.0
4,56.986,-33.9985,1465.0,-999.0,-999.0,-999.0
4,56.986,-33.9985,1665.7,-999.0,-999.0,-999.0
4,56.986,-33.9985,1860.8,-999.0,-999.0,-999.0
4,56.986,-33.9985,2082.9,-999.0,-999.0,-999.0
4,56.986,-33.9985,2330.3,-999.0,-999.0,-999.0
4,56.986,-33.9985,2582.2,-999.0,-999.0,-999.0
4,56.986,-33.9985,2832.6,-999.0,-999.0,-999.0
4,56.986,-33.9985,2834.3,-999.0,-999.0,-999.0
4,56.986,-33.9985,3102.2,-999.0,-999.0,-999.0
4,56.986,-33.9985,3391.9,-999.0,-999.0,-999.0
4,56.986,-33.9985,3696.9,-999.0,-999.0,-999.0
4,56.986,-33.9985,3989.9,-999.0,-999.0,-999.0
4,56.986,-33.9985,4399.2,-999.0,-999.0,-999.0
4,56.986,-33.9985,4599.1,-999.0,-999.0,-999.0
4,56.986,-33.9985,4848.3,-999.0,-999.0,-999.0
4,56.986,-33.9985,5044.0,-999.0,-999.0,-999.0
4,56.986,-33.9985,5148.5,-999.0,-999.0,-999.0
4,57.0336,-33.7005,3.4,-999.0,-999.0,-999.0
4,57.0336,-33.7005,21.8,-999.0,-999.0,-999.0
4,57.0336,-33.7005,41.8,-999.0,-999.0,-999.0
4,57.0336,-33.7005,67.1,-999.0,-999.0,-999.0
4,57.0336,-33.7005,91.2,-999.0,-999.0,-999.0
4,57.0336,-33.7005,136.7,-999.0,-999.0,-999.0
4,57.0336,-33.7005,187.1,-999.0,-999.0,-999.0
4,57.0336,-33.7005,236.0,-999.0,-999.0,-999.0
4,57.0336,-33.7005,285.9,-999.0,-999.0,-999.0
4,57.0336,-33.7005,336.3,-999.0,-999.0,-999.0
4,57.0336,-33.7005,386.2,-999.0,-999.0,-999.0
4,57.0336,-33.7005,465.9,-999.0,-999.0,-999.0
4,57.0336,-33.7005,565.5,-999.0,-999.0,-999.0
4,57.0336,-33.7005,667.4,-999.0,-999.0,-999.0
4,57.0336,-33.7005,765.6,-999.0,-999.0,-999.0
4,57.0336,-33.7005,866.8,-999.0,-999.0,-999.0
4,57.0336,-33.7005,967.9,-999.0,-999.0,-999.0
4,57.0336,-33.7005,1067.8,-999.0,-999.0,-999.0
4,57.0336,-33.7005,1163.0,-999.0,-999.0,-999.0
4,57.0336,-33.7005,1263.6,-999.0,-999.0,-999.0
4,57.0336,-33.7005,1362.9,-999.0,-999.0,-999.0
4,57.0336,-33.7005,1534.6,-999.0,-999.0,-999.0
4,57.0336,-33.7005,1731.2,-999.0,-999.0,-999.0
4,57.0336,-33.7005,1933.1,-999.0,-999.0,-999.0
4,57.0336,-33.7005,2164.1,-999.0,-999.0,-999.0
4,57.0336,-33.7005,2417.5,-999.0,-999.0,-999.0
4,57.0336,-33.7005,2662.1,-999.0,-999.0,-999.0
4,57.0336,-33.7005,2911.9,-999.0,-999.0,-999.0
4,57.0336,-33.7005,3196.2,-999.0,-999.0,-999.0
4,57.0336,-33.7005,3499.4,-999.0,-999.0,-999.0
4,57.0336,-33.7005,3793.2,-999.0,-999.0,-999.0
4,57.0336,-33.7005,4096.8,-999.0,-999.0,-999.0
4,57.0336,-33.7005,4402.8,-999.0,-999.0,-999.0
4,57.0336,-33.7005,4719.4,-999.0,-999.0,-999.0
4,57.0336,-33.7005,4955.2,-999.0,-999.0,-999.0
4,57.0336,-33.7005,5089.1,-999.0,-999.0,-999.0
4,57.05,-33.1999,9.9,-999.0,-999.0,-999.0
4,57.05,-33.1999,32.8,-999.0,-999.0,-999.0
4,57.05,-33.1999,58.1,-999.0,-999.0,-999.0
4,57.05,-33.1999,83.0,-999.0,-999.0,-999.0
4,57.05,-33.1999,107.3,-999.0,-999.0,-999.0
4,57.05,-33.1999,157.6,-999.0,-999.0,-999.0
4,57.05,-33.1999,205.5,-999.0,-999.0,-999.0
4,57.05,-33.1999,257.7,-999.0,-999.0,-999.0
4,57.05,-33.1999,306.7,-999.0,-999.0,-999.0
4,57.05,-33.1999,356.4,-999.0,-999.0,-999.0
4,57.05,-33.1999,407.7,-999.0,-999.0,-999.0
4,57.05,-33.1999,507.5,-999.0,-999.0,-999.0
4,57.05,-33.1999,607.7,-999.0,-999.0,-999.0
4,57.05,-33.1999,707.4,-999.0,-999.0,-999.0
4,57.05,-33.1999,807.0,-999.0,-999.0,-999.0
4,57.05,-33.1999,904.6,-999.0,-999.0,-999.0
4,57.05,-33.1999,1005.4,-999.0,-999.0,-999.0
4,57.05,-33.1999,1107.5,-999.0,-999.0,-999.0
4,57.05,-33.1999,1206.1,-999.0,-999.0,-999.0
4,57.05,-33.1999,1307.7,-999.0,-999.0,-999.0
4,57.05,-33.1999,1407.6,-999.0,-999.0,-999.0
4,57.05,-33.1999,1608.1,-999.0,-999.0,-999.0
4,57.05,-33.1999,1810.1,-999.0,-999.0,-999.0
4,57.05,-33.1999,2012.6,-999.0,-999.0,-999.0
4,57.05,-33.1999,2265.1,-999.0,-999.0,-999.0
4,57.05,-33.1999,2517.2,-999.0,-999.0,-999.0
4,57.05,-33.1999,2770.6,-999.0,-999.0,-999.0
4,57.05,-33.1999,3023.4,-999.0,-999.0,-999.0
4,57.05,-33.1999,3324.2,-999.0,-999.0,-999.0
4,57.05,-33.1999,3627.2,-999.0,-999.0,-999.0
4,57.05,-33.1999,4035.2,-999.0,-999.0,-999.0
4,57.05,-33.1999,4442.0,-999.0,-999.0,-999.0
4,57.05,-33.1999,4851.1,-999.0,-999.0,-999.0
4,57.05,-33.1999,5260.9,-999.0,-999.0,-999.0
4,57.05,-33.1999,5618.8,-999.0,-999.0,-999.0
4,57.05,-33.1999,6000.2,-999.0,-999.0,-999.0
4,57.0411,-33.5577,4.4,-999.0,-999.0,-999.0
4,57.0411,-33.5577,37.4,-999.0,-999.0,-999.0
4,57.0411,-33.5577,62.1,-999.0,-999.0,-999.0
4,57.0411,-33.5577,87.4,-999.0,-999.0,-999.0
4,57.0411,-33.5577,116.8,-999.0,-999.0,-999.0
4,57.0411,-33.5577,167.0,-999.0,-999.0,-999.0
4,57.0411,-33.5577,216.5,-999.0,-999.0,-999.0
4,57.0411,-33.5577,267.0,-999.0,-999.0,-999.0
4,57.0411,-33.5577,317.2,-999.0,-999.0,-999.0
4,57.0411,-33.5577,366.5,-999.0,-999.0,-999.0
4,57.0411,-33.5577,435.4,-999.0,-999.0,-999.0
4,57.0411,-33.5577,536.2,-999.0,-999.0,-999.0
4,57.0411,-33.5577,637.0,-999.0,-999.0,-999.0
4,57.0411,-33.5577,735.5,-999.0,-999.0,-999.0
4,57.0411,-33.5577,836.7,-999.0,-999.0,-999.0
4,57.0411,-33.5577,937.5,-999.0,-999.0,-999.0
4,57.0411,-33.5577,1033.1,-999.0,-999.0,-999.0
4,57.0411,-33.5577,1133.8,-999.0,-999.0,-999.0
4,57.0411,-33.5577,1233.7,-999.0,-999.0,-999.0
4,57.0411,-33.5577,1334.8,-999.0,-999.0,-999.0
4,57.0411,-33.5577,1474.0,-999.0,-999.0,-999.0
4,57.0411,-33.5577,1676.4,-999.0,-999.0,-999.0
4,57.0411,-33.5577,1877.5,-999.0,-999.0,-999.0
4,57.0411,-33.5577,2097.6,-999.0,-999.0,-999.0
4,57.0411,-33.5577,2350.6,-999.0,-999.0,-999.0
4,57.0411,-33.5577,2604.1,-999.0,-999.0,-999.0
4,57.0411,-33.5577,2855.7,-999.0,-999.0,-999.0
4,57.0411,-33.5577,3122.9,-999.0,-999.0,-999.0
4,57.0411,-33.5577,3426.6,-999.0,-999.0,-999.0
4,57.0411,-33.5577,3764.5,-999.0,-999.0,-999.0
4,57.0411,-33.5577,4172.0,-999.0,-999.0,-999.0
4,57.0411,-33.5577,4580.2,-999.0,-999.0,-999.0
4,57.0411,-33.5577,4987.0,-999.0,-999.0,-999.0
4,57.0411,-33.5577,5397.4,-999.0,-999.0,-999.0
4,57.0411,-33.5577,5678.2,-999.0,-999.0,-999.0
4,57.0411,-33.5577,5960.1,-999.0,-999.0,-999.0
4,57.0647,-33.847,3.4,-999.0,-999.0,-999.0
4,57.0647,-33.847,21.5,-999.0,-999.0,-999.0
4,57.0647,-33.847,42.0,-999.0,-999.0,-999.0
4,57.0647,-33.847,65.7,-999.0,-999.0,-999.0
4,57.0647,-33.847,90.1,-999.0,-999.0,-999.0
4,57.0647,-33.847,135.6,-999.0,-999.0,-999.0
4,57.0647,-33.847,185.8,-999.0,-999.0,-999.0
4,57.0647,-33.847,234.9,-999.0,-999.0,-999.0
4,57.0647,-33.847,286.1,-999.0,-999.0,-999.0
4,57.0647,-33.847,336.9,-999.0,-999.0,-999.0
4,57.0647,-33.847,386.2,-999.0,-999.0,-999.0
4,57.0647,-33.847,466.5,-999.0,-999.0,-999.0
4,57.0647,-33.847,564.2,-999.0,-999.0,-999.0
4,57.0647,-33.847,666.2,-999.0,-999.0,-999.0
4,57.0647,-33.847,763.8,-999.0,-999.0,-999.0
4,57.0647,-33.847,866.8,-999.0,-999.0,-999.0
4,57.0647,-33.847,966.6,-999.0,-999.0,-999.0
4,57.0647,-33.847,1067.4,-999.0,-999.0,-999.0
4,57.0647,-33.847,1167.0,-999.0,-999.0,-999.0
4,57.0647,-33.847,1261.9,-999.0,-999.0,-999.0
4,57.0647,-33.847,1362.6,-999.0,-999.0,-999.0
4,57.0647,-33.847,1463.2,-999.0,-999.0,-999.0
4,57.0647,-33.847,1563.8,-999.0,-999.0,-999.0
4,57.0647,-33.847,1734.6,-999.0,-999.0,-999.0
