lon,lat,depth,dFe_obs
302.3,33.7,294.0,0.23
323.2,22.8,296.0,0.5
201.2,22.8,317.0,0.19
302.3,33.7,391.0,0.19
323.2,22.8,438.0,0.59
302.3,33.7,487.0,0.27
323.2,22.8,584.0,0.66
323.2,22.8,664.0,0.67
323.2,22.8,765.0,0.71
201.2,22.8,807.0,0.33
302.3,33.7,913.0,0.62
323.2,22.8,957.0,0.64
201.2,22.8,998.0,0.61
302.3,33.7,1057.0,0.57
201.2,22.8,1162.0,0.6
323.2,22.8,1222.0,0.63
302.3,33.7,1236.0,0.62
201.2,22.8,1260.0,0.64
323.2,22.8,1473.0,0.61
201.2,22.8,1517.0,0.53
302.3,33.7,1748.0,0.66
323.2,22.8,1886.0,0.58
201.2,22.8,1951.0,0.76
323.2,22.8,2117.0,0.62
302.3,33.7,2231.0,0.69
323.2,22.8,2442.0,0.53
302.3,33.7,2461.0,0.61
302.3,33.7,2692.0,0.64
323.2,22.8,2848.0,0.57
201.2,22.8,2848.0,0.48
302.3,33.7,2964.0,0.72
201.2,22.8,3322.0,0.31
323.2,22.8,3396.0,0.53
302.3,33.7,3432.0,0.52
201.2,22.8,3797.0,0.3
323.2,22.8,3858.0,0.61
323.2,22.8,4472.0,0.56
323.2,22.8,5250.0,0.61
287.71,36.29,5.0,0.21
287.93,36.03,10.0,0.74
287.93,36.03,10.0,0.58
286.75,37.37,10.0,0.59
287.93,36.03,15.0,0.56
287.93,36.03,15.0,0.44
287.93,36.03,20.0,0.38
287.93,36.03,20.0,0.51
287.93,36.03,35.0,0.29
287.93,36.03,35.0,0.42
287.93,36.03,48.0,0.58
287.93,36.03,48.0,0.24
287.71,36.29,50.0,0.2
287.93,36.03,90.0,0.6
287.93,36.03,90.0,0.34
287.71,36.29,100.0,0.25
286.75,37.37,185.0,0.69
287.71,36.29,200.0,0.36
287.93,36.03,250.0,0.7
287.93,36.03,250.0,0.46
287.71,36.29,300.0,0.63
287.71,36.29,400.0,0.8
286.75,37.37,500.0,0.96
287.93,36.03,500.0,0.78
287.93,36.03,500.0,0.51
287.71,36.29,500.0,0.78
287.93,36.03,750.0,0.76
287.93,36.03,750.0,0.53
287.71,36.29,750.0,0.85
287.71,36.29,1000.0,0.89
287.93,36.03,1000.0,0.76
287.93,36.03,1000.0,0.81
286.75,37.37,1000.0,0.84
286.75,37.37,1500.0,0.7
287.93,36.03,1500.0,0.67
286.75,37.37,1500.0,0.46
287.93,36.03,1500.0,0.71
287.93,36.03,2500.0,0.7
287.93,36.03,2500.0,0.8
213.0,9.0,20.0,0.03
237.9,36.85,2.0,1.27
237.8,36.81,2.0,1.03
237.69,36.94,2.0,1.0
237.65,37.03,2.0,2.01
237.73,36.85,2.0,1.38
237.77,36.96,2.0,1.07
237.67,37.09,2.0,4.83
237.72,36.93,2.0,1.37
237.65,37.08,2.0,5.79
237.82,36.91,2.0,1.28
237.68,37.0,2.0,1.83
237.66,37.08,2.0,6.45
278.62,-9.65,2.0,0.08
272.5,-2.28,2.0,0.1
147.83,88.07,0.1,1.49
173.93,83.17,12.0,7.9
142.73,88.78,0.1,1.27
170.7,84.85,11.0,3.5
166.7,85.88,27.0,1.46
142.73,88.78,16.0,1.3
139.2,90.0,0.1,2.46
35.68,83.85,14.0,0.85
175.67,82.47,0.1,2.68
139.2,90.0,13.0,3.04
160.7,87.15,0.1,1.31
175.07,84.07,23.0,2.73
37.75,85.73,0.1,0.72
142.73,88.78,11.0,1.42
175.67,82.47,13.0,2.25
175.67,82.47,28.0,1.73
35.08,84.25,0.1,0.67
183.2,80.15,0.1,4.41
175.07,84.07,13.0,3.02
170.7,84.85,0.1,20.0
175.07,84.07,0.1,2.03
140.0,88.87,11.0,1.62
166.7,85.88,12.0,2.44
139.2,88.95,12.0,1.55
37.75,85.73,11.0,0.81
179.15,81.25,0.1,2.56
37.75,85.73,16.0,0.97
37.75,85.73,22.0,1.31
160.7,87.15,18.0,1.8
173.93,83.17,0.1,8.6
315.0,8.0,700.0,1.7
315.0,8.0,110.0,2.0
329.0,5.7,0.0,0.41
315.0,8.0,4550.0,2.19
339.67,-0.6,15.0,0.31
337.4,4.5,0.0,0.58
339.67,-0.6,5250.0,1.75
311.2,5.5,69.0,0.66
315.0,8.0,3000.0,1.42
339.67,-0.6,180.0,1.24
335.0,-17.0,110.0,0.63
335.0,-17.0,850.0,1.9
339.67,-0.6,0.0,0.7
335.0,-17.0,1150.0,1.96
335.0,-17.0,4700.0,1.36
315.0,8.0,2550.0,1.94
335.0,-17.0,3400.0,2.12
319.9,7.2,0.0,0.52
315.0,8.0,500.0,2.17
322.8,6.8,0.0,0.66
338.7,2.1,0.0,0.62
311.2,5.5,7.0,0.75
325.0,6.4,0.0,0.28
315.0,8.0,0.0,0.71
335.0,-17.0,2000.0,1.64
339.67,-0.6,500.0,1.38
339.67,-0.6,60.0,0.41
315.0,8.0,83.0,0.99
339.67,-0.6,110.0,1.42
339.67,-0.6,850.0,1.78
315.0,8.0,200.0,1.53
338.1,3.6,0.0,0.62
339.67,-0.6,1500.0,1.65
332.3,5.3,0.0,0.41
315.0,8.0,900.0,2.29
315.0,8.0,40.0,0.59
335.0,-17.0,170.0,0.68
315.0,8.0,300.0,1.73
339.67,-0.6,2000.0,1.45
335.0,-17.0,60.0,0.42
335.0,-17.0,5050.0,1.75
339.67,-0.6,3000.0,1.61
350.89,48.64,3.0,0.64
350.89,48.64,28.0,0.71
350.89,48.64,61.0,1.94
350.89,48.64,127.0,2.53
350.89,48.64,147.0,5.37
350.71,48.58,3.0,0.21
350.71,48.58,21.0,0.21
350.71,48.58,51.0,0.37
350.71,48.58,80.0,0.52
350.71,48.58,111.0,0.68
350.71,48.58,141.0,0.68
350.71,48.58,154.0,0.35
350.51,48.52,3.0,0.05
350.51,48.52,16.0,0.05
350.51,48.52,36.0,0.21
350.51,48.52,51.0,0.29
350.51,48.52,81.0,0.39
350.51,48.52,151.0,0.64
350.51,48.52,202.0,0.68
350.51,48.52,238.0,0.35
350.45,48.5,3.0,0.81
350.45,48.5,16.0,0.61
350.45,48.5,39.0,0.81
350.45,48.5,81.0,0.91
350.45,48.5,151.0,1.72
350.45,48.5,202.0,0.9
350.45,48.5,241.0,0.91
350.45,48.5,302.0,0.87
350.45,48.5,347.0,1.5
350.4,48.49,3.0,0.74
350.4,48.49,22.0,0.05
350.4,48.49,81.0,0.33
350.4,48.49,202.0,2.53
350.4,48.49,251.0,0.36
350.4,48.49,302.0,0.38
350.4,48.49,352.0,0.46
350.4,48.49,402.0,1.77
350.4,48.49,452.0,0.54
350.4,48.49,523.0,0.73
350.28,48.45,4.0,0.91
350.28,48.45,32.0,0.86
350.28,48.45,152.0,1.22
350.28,48.45,403.0,1.38
350.28,48.45,704.0,2.69
350.28,48.45,804.0,3.23
350.28,48.45,905.0,1.55
350.28,48.45,1005.0,1.45
350.28,48.45,1105.0,4.36
350.28,48.45,1206.0,1.59
350.28,48.45,1221.0,1.81
350.28,48.45,1233.0,1.36
350.12,48.4,153.0,1.29
350.12,48.4,404.0,2.02
350.12,48.4,605.0,3.03
350.12,48.4,900.0,1.44
350.12,48.4,1206.0,1.51
350.12,48.4,1407.0,1.33
350.12,48.4,1607.0,1.31
350.12,48.4,1809.0,1.21
350.12,48.4,1859.0,1.53
350.12,48.4,1896.0,1.32
349.97,48.36,5.0,0.75
349.97,48.36,24.0,0.92
349.97,48.36,43.0,1.58
349.97,48.36,154.0,1.6
349.97,48.36,506.0,3.21
349.97,48.36,1007.0,1.63
349.97,48.36,1409.0,1.61
349.97,48.36,1810.0,2.05
349.97,48.36,2011.0,1.6
349.97,48.36,2211.0,1.83
349.97,48.36,2402.0,1.8
349.78,48.28,4.0,0.46
349.78,48.28,29.0,0.48
349.78,48.28,102.0,0.74
349.78,48.28,202.0,0.63
340.0,30.0,10.0,0.54
340.0,30.0,25.0,0.47
340.0,30.0,50.0,0.38
340.0,30.0,60.0,0.34
340.0,30.0,80.0,0.37
340.0,30.0,100.0,0.44
340.0,30.0,125.0,0.36
340.0,30.0,150.0,0.46
340.0,31.71,10.0,0.5
340.0,31.71,25.0,0.57
340.0,31.71,60.0,0.36
340.0,31.71,80.0,0.23
340.0,31.71,100.0,0.26
340.0,31.71,125.0,0.35
340.0,31.71,150.0,0.56
338.0,31.71,10.0,0.19
338.0,31.71,25.0,0.18
338.0,31.71,50.0,0.11
338.0,31.71,60.0,0.1
338.0,31.71,70.0,0.13
338.0,31.71,80.0,0.1
338.0,31.71,90.0,0.08
338.0,31.71,100.0,0.13
338.0,31.71,125.0,0.23
338.0,31.71,200.0,0.19
338.0,31.71,400.0,0.46
338.0,31.71,600.0,0.46
338.0,31.71,1300.0,0.64
338.0,31.71,1600.0,0.52
338.0,31.71,2000.0,0.51
338.0,31.71,4000.0,0.59
336.02,29.62,10.0,0.41
336.02,29.62,25.0,0.44
336.02,29.62,50.0,0.48
336.02,29.62,90.0,0.25
336.02,29.62,100.0,0.41
336.02,29.62,125.0,0.4
336.02,29.62,150.0,0.51
336.0,26.78,10.0,0.52
336.0,26.78,25.0,0.55
336.0,26.78,50.0,0.38
336.0,26.78,60.0,0.25
336.0,26.78,70.0,0.26
336.0,26.78,80.0,0.25
336.0,26.78,90.0,0.29
336.0,26.78,125.0,0.26
336.0,26.78,150.0,0.26
336.0,25.0,10.0,0.37
336.0,25.0,50.0,0.22
336.0,25.0,60.0,0.22
336.0,25.0,80.0,0.12
336.0,25.0,90.0,0.25
336.0,25.0,100.0,0.18
336.0,25.0,125.0,0.33
336.0,25.0,150.0,0.43
338.63,25.0,10.0,0.63
338.63,25.0,25.0,0.67
338.63,25.0,60.0,0.31
338.63,25.0,80.0,0.14
338.63,25.0,90.0,0.13
338.63,25.0,100.0,0.19
338.63,25.0,125.0,0.23
338.63,25.0,150.0,0.43
341.14,25.0,10.0,0.35
341.14,25.0,25.0,0.28
341.14,25.0,50.0,0.24
341.14,25.0,60.0,0.21
341.14,25.0,70.0,0.29
341.14,25.0,80.0,0.32
341.14,25.0,90.0,0.36
341.14,25.0,100.0,0.46
341.14,25.0,125.0,0.7
341.14,25.0,150.0,0.75
340.01,26.7,10.0,0.29
340.01,26.7,25.0,0.37
340.01,26.7,50.0,0.21
340.01,26.7,60.0,0.28
340.01,26.7,90.0,0.23
340.01,26.7,100.0,0.25
340.01,26.7,150.0,0.41
339.97,29.25,10.0,0.19
339.97,29.25,25.0,0.22
339.97,29.25,50.0,0.21
339.97,29.25,60.0,0.22
339.97,29.25,80.0,0.17
339.97,29.25,90.0,0.09
339.97,29.25,100.0,0.13
339.97,29.25,150.0,0.25
336.53,31.39,10.0,0.28
336.53,31.39,25.0,0.18
336.53,31.39,50.0,0.1
336.53,31.39,60.0,0.09
336.53,31.39,80.0,0.07
336.53,31.39,90.0,0.06
336.53,31.39,100.0,0.08
336.53,31.39,150.0,0.16
334.53,30.7,10.0,0.36
334.53,30.7,25.0,0.35
334.53,30.7,70.0,0.18
334.53,30.7,80.0,0.2
334.53,30.7,90.0,0.22
334.53,30.7,100.0,0.18
334.53,30.7,150.0,0.27
334.5,27.43,10.0,0.16
334.5,27.43,25.0,0.17
334.5,27.43,50.0,0.2
334.5,27.43,60.0,0.18
334.5,27.43,70.0,0.16
334.5,27.43,80.0,0.16
334.5,27.43,100.0,0.2
334.5,27.43,150.0,0.29
334.5,25.33,10.0,0.28
334.5,25.33,25.0,0.43
334.5,25.33,50.0,0.23
334.5,25.33,60.0,0.17
334.5,25.33,70.0,0.12
334.5,25.33,80.0,0.17
334.5,25.33,90.0,0.19
334.5,25.33,100.0,0.22
334.5,25.33,150.0,0.29
340.13,25.33,10.0,0.45
340.13,25.33,25.0,0.53
340.13,25.33,60.0,0.43
340.13,25.33,70.0,0.42
340.13,25.33,80.0,0.39
340.13,25.33,90.0,0.39
340.13,25.33,100.0,0.35
340.13,25.33,150.0,0.43
340.61,25.64,10.0,0.36
340.61,25.64,25.0,0.44
340.61,25.64,60.0,0.39
340.61,25.64,70.0,0.42
340.61,25.64,80.0,0.42
340.61,25.64,90.0,0.42
340.61,25.64,100.0,0.33
340.61,25.64,125.0,0.3
340.61,25.64,150.0,0.36
342.27,27.27,10.0,0.39
342.27,27.27,60.0,0.4
342.27,27.27,70.0,0.26
342.27,27.27,80.0,0.28
342.27,27.27,90.0,0.19
342.27,27.27,100.0,0.35
342.5,30.0,125.0,0.25
342.5,30.0,10.0,0.13
342.5,30.0,25.0,0.14
342.5,30.0,50.0,0.21
342.5,30.0,60.0,0.15
342.5,30.0,70.0,0.11
342.5,30.0,80.0,0.1
342.5,30.0,90.0,0.1
342.5,30.0,100.0,0.12
342.5,30.0,125.0,0.15
342.5,30.0,150.0,0.24
342.5,30.0,100.0,0.19
342.5,30.0,735.0,0.36
342.5,30.0,1000.0,0.52
342.5,30.0,1300.0,0.47
342.5,30.0,1600.0,0.44
342.5,30.0,2000.0,0.37
342.5,30.0,3000.0,0.4
342.5,30.0,4000.0,0.4
342.5,30.0,300.0,0.22
342.5,30.0,485.0,0.39
342.5,30.0,700.0,0.43
342.5,30.0,750.0,0.42
342.5,30.0,1700.0,0.36
342.5,30.0,2700.0,0.37
346.78,33.7,10.0,0.11
346.78,33.7,50.0,0.09
346.78,33.7,70.0,0.05
346.78,33.7,80.0,0.05
346.78,33.7,90.0,0.1
346.78,33.7,100.0,0.09
346.78,33.7,125.0,0.1
346.78,33.7,150.0,0.13
334.21,13.14,0.0,0.18
334.51,14.83,0.0,0.24
334.71,15.88,0.0,0.21
335.69,17.04,0.0,0.15
337.56,17.35,0.0,0.17
338.41,17.49,0.0,0.18
338.49,16.54,0.0,0.2
338.32,15.41,0.0,0.25
337.5,16.68,0.0,0.24
336.65,16.85,0.0,0.18
335.91,17.04,0.0,0.22
335.63,16.22,0.0,0.28
334.53,14.96,0.0,0.27
334.12,12.66,0.0,0.21
334.33,13.83,0.0,0.24
334.65,14.57,0.0,0.23
335.35,17.0,0.0,0.21
335.71,18.28,0.0,0.23
335.53,19.41,0.0,0.23
336.57,19.22,0.0,0.17
337.15,19.53,0.0,0.2
337.18,18.19,0.0,0.09
335.67,18.71,0.0,0.15
333.92,19.31,0.0,0.16
332.4,19.89,0.0,0.15
332.4,21.55,0.0,0.15
332.4,22.96,0.0,0.2
332.41,26.33,0.0,0.33
332.41,28.16,0.0,0.24
332.39,29.94,0.0,0.22
333.68,29.85,0.0,0.22
335.58,29.65,0.0,0.3
305.13,-68.03,0.0,0.9
305.13,-68.03,1.0,1.7
304.79,-68.09,0.0,0.9
304.79,-68.09,1.0,0.9
304.8,-68.05,0.0,0.8
304.8,-68.05,1.0,1.1
304.8,-68.05,30.0,1.2
304.74,-67.53,0.0,0.7
304.74,-67.53,1.0,0.7
304.74,-67.53,30.0,1.2
304.77,-67.78,0.0,1.5
304.77,-67.78,1.0,1.0
304.77,-67.78,30.0,1.1
304.46,-67.83,0.0,1.2
304.46,-67.83,1.0,1.1
304.46,-67.83,30.0,1.4
304.42,-67.8,0.0,1.0
304.42,-67.8,1.0,0.9
304.42,-67.8,30.0,1.2
50.27,-43.92,5.0,0.22
50.27,-43.92,20.0,0.31
50.27,-43.92,50.0,0.34
50.27,-43.92,110.0,0.38
50.27,-43.92,250.0,0.3
50.27,-43.92,500.0,0.29
51.79,-46.07,15.0,0.1
51.79,-46.07,42.0,0.09
51.79,-46.07,175.0,0.09
51.79,-46.07,218.0,0.1
51.79,-46.07,300.0,0.12
52.86,-47.8,5.0,0.27
52.86,-47.8,10.0,0.24
52.86,-47.8,40.0,0.24
52.86,-47.8,80.0,0.22
51.5,-49.01,10.0,0.2
51.5,-49.01,40.0,0.25
51.5,-49.01,80.0,0.21
51.5,-49.01,250.0,0.4
51.79,-46.06,40.0,0.19
51.79,-46.06,80.0,0.28
49.0,-45.5,35.0,0.29
49.0,-45.5,55.0,0.27
49.0,-45.5,75.0,0.44
49.0,-45.5,100.0,0.34
49.0,-45.5,125.0,0.23
49.0,-45.5,150.0,0.46
49.0,-45.5,200.0,0.2
49.0,-45.5,300.0,0.26
49.0,-45.5,400.0,0.4
49.0,-45.5,500.0,0.23
49.96,-44.53,5.0,0.48
49.96,-44.53,15.0,0.4
49.96,-44.53,35.0,0.31
49.96,-44.53,75.0,0.3
49.96,-44.53,125.0,0.16
49.96,-44.53,200.0,0.3
51.83,-46.37,5.0,1.05
51.83,-46.37,25.0,0.68
51.83,-46.37,50.0,2.16
51.83,-46.37,80.0,1.13
51.89,-46.32,5.0,0.6
51.89,-46.32,25.0,0.52
51.89,-46.32,50.0,0.56
51.89,-46.32,100.0,0.39
51.89,-46.32,200.0,1.01
51.89,-46.32,300.0,2.08
51.89,-46.32,376.0,0.56
51.97,-46.27,5.0,0.16
51.97,-46.27,25.0,0.15
51.97,-46.27,50.0,0.32
51.97,-46.27,100.0,0.15
51.97,-46.27,300.0,0.42
51.97,-46.27,750.0,0.29
51.78,-46.06,25.0,0.26
51.78,-46.06,35.0,0.38
51.78,-46.06,75.0,0.26
51.78,-46.06,175.0,0.31
51.78,-46.06,500.0,0.22
51.78,-46.05,5.0,0.24
51.78,-46.05,25.0,0.27
51.78,-46.05,55.0,0.12
51.78,-46.05,100.0,0.41
51.78,-46.05,200.0,0.15
52.85,-47.8,50.0,0.09
52.85,-47.8,100.0,0.16
52.85,-47.8,160.0,0.17
52.85,-47.8,200.0,0.11
51.87,-46.03,5.0,0.15
51.87,-46.03,20.0,0.23
51.87,-46.03,80.0,0.1
51.87,-46.03,150.0,0.09
51.87,-46.03,300.0,0.34
51.87,-46.03,500.0,0.2
218.72,-8.32,10.0,0.19
218.72,-8.32,30.0,0.17
218.72,-8.32,50.0,0.18
218.72,-8.32,80.0,0.14
218.72,-8.32,110.0,0.19
218.72,-8.32,140.0,0.15
218.72,-8.32,190.0,0.12
218.72,-8.32,240.0,0.2
218.72,-8.32,350.0,0.42
219.89,-8.98,30.0,0.16
219.89,-8.98,50.0,0.16
219.89,-8.98,80.0,0.19
219.89,-8.98,110.0,0.13
219.89,-8.98,130.0,0.17
223.02,-9.05,10.0,0.15
223.02,-9.05,30.0,0.14
223.02,-9.05,50.0,0.15
223.02,-9.05,80.0,0.19
223.02,-9.05,110.0,0.17
223.02,-9.05,140.0,0.18
223.02,-9.05,190.0,0.14
223.02,-9.05,240.0,0.23
223.02,-9.05,290.0,0.18
223.02,-9.05,350.0,0.33
227.61,-13.31,50.0,0.13
227.61,-13.31,80.0,0.16
227.61,-13.31,110.0,0.17
227.61,-13.31,140.0,0.19
227.61,-13.31,190.0,0.13
227.61,-13.31,240.0,0.16
227.61,-13.31,290.0,0.11
227.61,-13.31,350.0,0.17
231.62,-16.87,40.0,0.2
231.62,-16.87,80.0,0.24
231.62,-16.87,120.0,0.17
231.62,-16.87,150.0,0.15
231.62,-16.87,200.0,0.12
231.62,-16.87,250.0,0.11
231.62,-16.87,300.0,0.09
231.62,-16.87,350.0,0.13
236.59,-20.13,50.0,0.11
236.59,-20.13,110.0,0.18
236.59,-20.13,150.0,0.13
236.59,-20.13,225.0,0.13
236.59,-20.13,300.0,0.1
236.59,-20.13,350.0,0.16
236.59,-20.13,400.0,0.12
241.68,-23.29,50.0,0.15
241.68,-23.29,100.0,0.12
241.68,-23.29,200.0,0.12
241.68,-23.29,300.0,0.11
241.68,-23.29,325.0,0.12
241.68,-23.29,350.0,0.12
241.68,-23.29,400.0,0.14
245.98,-26.02,30.0,0.12
245.98,-26.02,50.0,0.11
245.98,-26.02,80.0,0.13
245.98,-26.02,100.0,0.12
245.98,-26.02,150.0,0.1
245.98,-26.02,200.0,0.11
245.98,-26.02,300.0,0.1
245.98,-26.02,325.0,0.11
245.98,-26.02,350.0,0.1
245.98,-26.02,400.0,0.15
245.98,-26.04,50.0,0.11
245.98,-26.04,100.0,0.11
245.98,-26.04,150.0,0.1
245.98,-26.04,200.0,0.09
245.98,-26.04,250.0,0.09
245.98,-26.04,300.0,0.1
245.98,-26.04,350.0,0.09
245.98,-26.04,375.0,0.24
245.98,-26.04,400.0,0.13
255.26,-28.43,50.0,0.15
255.26,-28.43,100.0,0.13
255.26,-28.43,150.0,0.12
255.26,-28.43,200.0,0.13
255.26,-28.43,250.0,0.11
255.26,-28.43,300.0,0.1
255.26,-28.43,350.0,0.29
255.26,-28.43,375.0,0.5
255.26,-28.43,400.0,0.24
261.14,-29.92,50.0,0.09
261.14,-29.92,100.0,0.08
261.14,-29.92,150.0,0.09
261.14,-29.92,200.0,0.09
261.14,-29.92,250.0,0.06
261.14,-29.92,300.0,0.07
261.14,-29.92,350.0,0.09
261.14,-29.92,375.0,0.22
261.14,-29.92,400.0,0.14
268.6,-31.9,30.0,0.1
268.6,-31.9,70.0,0.09
268.6,-31.9,100.0,0.08
268.6,-31.9,150.0,0.1
268.6,-31.9,200.0,0.1
268.6,-31.9,250.0,0.11
268.6,-31.9,300.0,0.17
268.6,-31.9,350.0,0.21
268.6,-31.9,375.0,0.29
268.6,-31.9,400.0,0.31
275.79,-32.67,100.0,0.13
275.79,-32.67,150.0,0.13
275.79,-32.67,200.0,0.14
275.79,-32.67,250.0,0.23
275.79,-32.67,300.0,0.33
275.79,-32.67,350.0,0.89
275.79,-32.67,375.0,0.92
275.79,-32.67,400.0,0.93
281.9,-33.37,50.0,0.08
281.9,-33.37,130.0,0.1
281.9,-33.37,200.0,0.53
281.9,-33.37,250.0,1.16
281.9,-33.37,300.0,1.14
281.9,-33.37,325.0,1.11
281.9,-33.37,350.0,1.3
281.9,-33.37,375.0,1.33
281.9,-33.37,400.0,1.34
286.5,-33.8,10.0,0.32
286.5,-33.8,30.0,0.45
286.5,-33.8,50.0,0.26
286.5,-33.8,70.0,0.48
286.5,-33.8,100.0,0.67
286.5,-33.8,135.0,0.68
286.5,-33.8,170.0,0.99
286.5,-33.8,205.0,1.23
286.5,-33.8,240.0,1.36
286.5,-33.8,275.0,1.44
286.5,-33.8,310.0,1.61
286.5,-33.8,345.0,1.7
286.5,-33.8,400.0,1.34
287.6,-34.55,30.0,1.2
287.6,-34.55,75.0,1.35
287.6,-34.55,100.0,1.98
287.6,-34.55,200.0,3.39
287.6,-34.55,250.0,3.25
287.6,-34.55,300.0,3.18
287.6,-34.55,350.0,2.66
287.6,-34.55,400.0,2.78
160.0,-40.68,30.0,0.1
160.0,-40.68,60.0,0.04
160.0,-40.68,80.0,0.07
160.0,-40.68,100.0,0.19
160.0,-40.68,150.0,0.14
160.0,-40.68,250.0,0.32
160.0,-40.68,300.0,0.33
160.0,-40.68,350.0,0.38
160.0,-40.68,400.0,0.51
160.0,-40.68,450.0,0.51
160.0,-40.68,500.0,0.48
159.99,-42.27,30.0,0.12
159.99,-42.27,60.0,0.08
159.99,-42.27,80.0,0.1
159.99,-42.27,100.0,0.11
159.99,-42.27,150.0,0.11
159.99,-42.27,200.0,0.16
159.99,-42.27,250.0,0.23
159.99,-42.27,300.0,0.26
159.99,-42.27,350.0,0.34
159.99,-42.27,400.0,0.41
159.99,-42.27,450.0,0.37
159.99,-42.27,500.0,0.37
159.97,-43.49,30.0,0.18
159.97,-43.49,60.0,0.13
159.97,-43.49,100.0,0.11
159.97,-43.49,150.0,0.19
159.97,-43.49,200.0,0.23
159.97,-43.49,300.0,0.23
159.97,-43.49,450.0,0.3
159.97,-43.49,600.0,0.29
159.97,-43.49,750.0,0.54
159.97,-43.49,900.0,0.48
159.97,-43.49,1050.0,0.46
159.97,-43.49,1200.0,0.62
160.04,-45.21,30.0,0.08
160.04,-45.21,60.0,0.15
160.04,-45.21,100.0,0.05
160.04,-45.21,200.0,0.15
160.04,-45.21,250.0,0.13
160.04,-45.21,300.0,0.25
160.04,-45.21,350.0,0.33
160.04,-45.21,400.0,0.28
160.04,-45.21,450.0,0.23
160.04,-45.21,500.0,0.23
159.77,-46.58,30.0,0.12
159.77,-46.58,60.0,0.06
159.77,-46.58,80.0,0.06
159.77,-46.58,100.0,0.06
159.77,-46.58,150.0,0.07
159.77,-46.58,200.0,0.08
159.77,-46.58,250.0,0.11
159.77,-46.58,300.0,0.11
159.77,-46.58,350.0,0.2
159.77,-46.58,400.0,0.28
159.77,-46.58,450.0,0.37
159.77,-46.58,500.0,0.32
158.96,-47.42,30.0,0.07
158.96,-47.42,60.0,0.08
158.96,-47.42,100.0,0.04
158.96,-47.42,200.0,0.08
158.96,-47.42,300.0,0.14
158.96,-47.42,400.0,0.29
158.96,-47.42,500.0,0.36
158.96,-47.42,600.0,0.43
158.96,-47.42,700.0,0.45
158.96,-47.42,800.0,0.4
158.96,-47.42,900.0,0.44
158.96,-47.42,1000.0,0.53
158.2,-48.21,30.0,0.09
158.2,-48.21,60.0,0.06
158.2,-48.21,80.0,0.05
158.2,-48.21,150.0,0.06
158.2,-48.21,250.0,0.09
158.2,-48.21,300.0,0.11
158.2,-48.21,350.0,0.12
158.2,-48.21,400.0,0.2
158.2,-48.21,450.0,0.19
158.2,-48.21,500.0,0.21
157.09,-49.37,30.0,0.18
157.09,-49.37,60.0,0.2
157.09,-49.37,100.0,0.07
157.09,-49.37,200.0,0.26
157.09,-49.37,300.0,0.25
157.09,-49.37,400.0,0.27
157.09,-49.37,500.0,0.32
157.09,-49.37,600.0,0.36
157.09,-49.37,700.0,0.41
157.09,-49.37,800.0,0.45
157.09,-49.37,900.0,0.53
157.09,-49.37,1000.0,0.56
155.77,-50.69,30.0,0.13
155.77,-50.69,60.0,0.16
155.77,-50.69,100.0,0.19
155.77,-50.69,150.0,0.15
155.77,-50.69,200.0,0.13
155.77,-50.69,250.0,0.14
155.77,-50.69,300.0,0.14
155.77,-50.69,350.0,0.21
155.77,-50.69,400.0,0.22
155.77,-50.69,450.0,0.13
155.77,-50.69,500.0,0.12
154.42,-52.07,30.0,0.1
154.42,-52.07,60.0,0.07
154.42,-52.07,80.0,0.09
154.42,-52.07,100.0,0.15
154.42,-52.07,150.0,0.07
154.42,-52.07,200.0,0.07
154.42,-52.07,250.0,0.08
154.42,-52.07,300.0,0.16
154.42,-52.07,350.0,0.27
154.42,-52.07,400.0,0.36
154.42,-52.07,450.0,0.45
154.42,-52.07,500.0,0.48
254.4,18.55,10.0,0.05
254.4,18.55,25.0,0.2
254.4,18.55,50.0,0.32
254.4,18.55,80.0,1.12
254.4,18.55,120.0,1.03
251.84,17.53,20.0,0.11
251.84,17.53,50.0,0.27
251.84,17.53,120.0,0.85
251.84,17.53,180.0,1.08
248.03,16.0,20.0,0.1
248.03,16.0,60.0,0.16
248.03,16.0,125.0,0.82
248.03,16.0,180.0,0.6
244.3,15.36,20.0,0.11
244.3,15.36,55.0,0.11
244.3,15.36,80.0,0.22
244.3,15.36,100.0,0.39
244.3,15.36,140.0,0.61
244.3,15.36,190.0,0.6
141.87,-42.94,25.0,0.26
141.87,-42.94,50.0,0.21
141.87,-42.94,150.0,0.21
143.34,-50.31,20.0,0.09
143.34,-50.31,50.0,0.12
143.34,-50.31,80.0,0.11
143.34,-50.31,120.0,0.13
143.34,-50.31,160.0,0.13
143.34,-50.31,240.0,0.15
141.9,-53.77,25.0,0.12
141.9,-53.77,60.0,0.08
141.9,-53.77,150.0,0.07
141.9,-53.77,200.0,0.17
141.9,-53.77,300.0,0.25
139.81,-61.34,15.0,0.09
139.81,-61.34,50.0,0.07
139.81,-61.34,100.0,0.1
139.81,-61.34,150.0,0.14
140.06,-63.76,24.0,0.1
140.06,-63.76,61.0,0.09
140.06,-63.76,100.0,0.15
140.06,-63.76,151.0,0.19
140.06,-63.76,202.0,0.19
139.95,-60.8,25.0,0.07
139.95,-60.8,60.0,0.05
139.95,-60.8,100.0,0.06
139.95,-60.8,150.0,0.17
139.95,-60.8,200.0,0.2
141.87,-42.04,15.0,0.7
141.87,-42.04,30.0,0.29
141.87,-42.04,44.0,0.12
