lon,lat,depth,dFe_obs
141.87,-42.04,75.0,0.84
141.87,-42.04,150.0,0.4
141.87,-42.04,300.0,0.33
141.52,-44.99,15.0,0.39
141.52,-44.99,30.0,0.19
141.52,-44.99,44.0,0.08
141.52,-44.99,75.0,0.09
141.52,-44.99,150.0,0.11
141.52,-44.99,300.0,0.08
141.98,-46.76,14.0,0.06
141.98,-46.76,30.0,0.05
141.98,-46.76,44.0,0.1
141.98,-46.76,75.0,0.09
141.98,-46.76,148.0,0.07
141.98,-46.76,299.0,0.11
141.8,-49.53,14.0,0.23
141.8,-49.53,29.0,0.19
141.8,-49.53,45.0,0.1
141.8,-49.53,74.0,0.27
141.8,-49.53,148.0,0.09
141.8,-49.53,300.0,0.16
141.83,-53.75,45.0,0.07
141.83,-53.75,75.0,0.11
141.83,-53.75,100.0,0.14
141.83,-53.75,149.0,0.13
141.83,-53.75,300.0,0.23
141.83,-53.04,15.0,0.09
141.83,-53.04,46.0,0.07
141.83,-53.04,75.0,0.08
141.83,-53.04,100.0,0.09
141.83,-53.04,150.0,0.09
141.83,-53.04,298.0,0.23
143.21,-51.0,15.0,0.22
143.21,-51.0,43.0,0.08
143.21,-51.0,75.0,0.06
143.21,-51.0,100.0,0.06
143.21,-51.0,149.0,0.13
352.47,47.33,0.0,2.28
352.28,47.23,0.0,1.47
352.18,47.18,0.0,1.56
352.06,47.1,0.0,1.39
351.95,47.03,0.0,1.43
351.83,46.95,0.0,1.69
351.58,46.78,0.0,1.72
351.19,46.53,0.0,1.2
350.13,45.88,0.0,1.18
349.98,45.77,0.0,1.41
349.83,45.67,0.0,1.28
349.72,45.6,0.0,1.62
349.58,45.52,0.0,1.72
349.41,45.41,0.0,1.63
349.01,45.16,0.0,1.88
348.48,44.8,0.0,4.09
347.85,44.38,0.0,2.22
347.32,44.02,0.0,2.15
346.54,43.52,0.0,3.02
346.09,43.23,0.0,3.62
345.76,43.01,0.0,0.9
345.39,42.75,0.0,1.8
345.07,42.52,0.0,1.48
344.17,41.95,0.0,0.48
342.44,40.72,0.0,0.43
342.27,40.6,0.0,0.58
342.14,40.5,0.0,0.52
341.81,40.27,0.0,0.48
341.26,39.89,0.0,0.63
340.44,39.64,0.0,0.77
339.53,39.46,0.0,0.49
338.62,39.3,0.0,0.54
338.15,39.21,0.0,0.38
337.78,39.15,0.0,0.38
337.47,39.08,0.0,0.52
337.21,39.03,0.0,0.5
336.99,38.87,0.0,0.84
337.01,38.48,0.0,1.12
337.0,37.85,0.0,1.07
337.01,38.33,0.0,1.17
337.0,38.88,0.0,0.99
337.0,39.4,0.0,0.96
337.0,39.68,0.0,1.13
337.0,39.89,0.0,0.57
337.02,40.3,0.0,0.93
337.0,40.26,0.0,0.81
337.0,41.17,0.0,0.74
337.01,41.88,0.0,1.13
337.0,42.58,0.0,1.05
336.97,42.52,0.0,1.5
337.0,42.37,0.0,1.42
337.0,42.22,0.0,1.49
337.0,41.93,0.0,1.38
337.01,41.62,0.0,1.42
336.98,41.27,0.0,1.6
337.01,40.94,0.0,1.5
337.01,40.61,0.0,1.64
337.01,40.27,0.0,1.61
337.0,39.92,0.0,1.05
337.03,39.55,0.0,1.08
337.01,39.18,0.0,0.89
337.0,38.81,0.0,0.95
337.01,38.44,0.0,0.78
336.99,38.07,0.0,0.86
336.99,37.7,0.0,0.78
337.0,37.34,0.0,0.87
337.0,37.14,0.0,1.12
336.99,37.67,0.0,0.87
336.98,38.02,0.0,0.78
336.99,38.37,0.0,0.78
337.0,38.72,0.0,0.78
337.0,39.06,0.0,0.84
337.01,39.41,0.0,0.54
337.0,39.74,0.0,0.81
337.0,40.07,0.0,0.68
336.99,40.41,0.0,0.55
337.0,40.75,0.0,1.17
336.99,41.09,0.0,0.82
337.0,41.43,0.0,0.51
336.99,41.75,0.0,0.5
337.0,42.38,0.0,0.53
337.0,42.57,0.0,0.79
337.01,42.76,0.0,0.64
336.99,43.11,0.0,0.59
336.99,43.47,0.0,0.63
336.99,43.82,0.0,0.54
337.01,44.17,0.0,0.64
337.01,44.52,0.0,0.69
337.01,44.87,0.0,0.54
336.98,45.23,0.0,0.42
336.99,45.59,0.0,0.44
337.0,45.96,0.0,0.47
337.01,46.32,0.0,0.54
337.0,46.67,0.0,0.47
336.99,47.02,0.0,0.65
337.01,47.37,0.0,0.56
337.31,47.54,0.0,0.35
337.8,47.59,0.0,0.49
338.3,47.65,0.0,0.54
339.0,47.69,0.0,0.45
339.27,47.75,0.0,0.45
339.77,47.82,0.0,0.52
340.26,47.9,0.0,0.76
340.77,47.97,0.0,0.67
341.27,48.02,0.0,0.51
341.79,48.06,0.0,0.5
342.31,48.12,0.0,0.39
342.83,48.18,0.0,0.5
343.34,48.23,0.0,0.34
343.85,48.3,0.0,0.41
344.37,48.36,0.0,0.42
344.91,48.41,0.0,0.64
345.44,48.48,0.0,0.62
345.97,48.55,0.0,0.8
346.49,48.61,0.0,0.59
347.01,48.65,0.0,0.67
347.53,48.72,0.0,0.62
348.07,48.78,0.0,0.69
348.61,48.84,0.0,0.95
349.16,48.9,0.0,0.96
349.71,48.97,0.0,1.27
350.83,49.09,0.0,1.85
351.36,49.13,0.0,1.64
351.9,49.22,0.0,1.23
352.48,49.28,0.0,1.42
353.07,49.34,0.0,1.07
353.66,49.41,0.0,1.01
354.22,49.47,0.0,1.06
354.75,49.53,0.0,1.6
355.26,49.6,0.0,1.01
355.81,49.65,0.0,1.28
356.39,49.71,0.0,1.16
357.01,49.78,0.0,1.29
357.66,49.9,0.0,2.91
358.33,50.02,0.0,4.26
358.9,50.13,0.0,3.07
359.36,50.21,0.0,2.2
359.81,50.28,0.0,2.6
0.32,50.37,0.0,1.46
0.89,50.46,0.0,3.87
1.68,51.09,0.0,5.87
2.08,51.4,0.0,2.0
349.37,45.33,10.0,4.53
349.37,45.33,25.0,1.13
349.37,45.33,50.0,1.34
349.37,45.33,75.0,1.5
349.37,45.33,125.0,1.74
349.37,45.33,150.0,1.99
349.37,45.33,200.0,2.05
342.2,40.5,10.0,0.87
342.2,40.5,30.0,1.3
342.2,40.5,50.0,1.53
342.2,40.5,75.0,1.07
342.2,40.5,125.0,0.99
342.2,40.5,150.0,1.1
342.2,40.5,200.0,1.37
337.02,37.48,10.0,0.89
337.02,37.48,30.0,0.88
337.02,37.48,50.0,0.93
337.02,37.48,75.0,1.0
337.02,37.48,100.0,1.18
337.02,37.48,250.0,1.4
337.02,37.48,1000.0,1.31
337.02,37.48,1500.0,1.3
337.02,37.48,2000.0,1.78
337.0,42.6,10.0,0.83
337.0,42.6,20.0,0.74
337.0,42.6,30.0,0.72
337.0,42.6,40.0,1.16
337.0,42.6,50.0,1.22
337.0,42.6,75.0,1.23
337.0,42.6,100.0,1.05
337.0,42.6,150.0,1.13
337.0,42.6,200.0,1.12
337.0,42.6,250.0,1.54
337.0,42.6,500.0,1.49
337.0,42.6,750.0,1.6
337.0,42.6,900.0,1.75
337.0,42.6,1000.0,1.72
337.0,42.6,1500.0,1.86
337.0,42.6,1750.0,1.96
337.0,42.6,2000.0,1.97
337.0,40.0,5.0,1.26
337.0,40.0,15.0,1.13
337.0,40.0,20.0,1.03
337.0,40.0,30.0,0.99
337.0,40.0,40.0,1.29
337.0,40.0,50.0,1.35
337.0,40.0,65.0,1.38
337.0,40.0,115.0,1.35
337.0,40.0,165.0,1.41
337.0,40.0,200.0,1.3
337.0,40.0,250.0,1.77
337.0,40.0,500.0,1.65
337.0,40.0,700.0,1.45
337.0,40.0,890.0,1.61
337.0,40.0,1000.0,1.54
337.0,40.0,1065.0,1.6
337.0,40.0,1250.0,1.71
337.0,40.0,1500.0,1.8
337.0,40.0,2000.0,1.71
337.0,37.0,10.0,0.73
337.0,37.0,20.0,0.66
337.0,37.0,30.0,0.52
337.0,37.0,40.0,0.79
337.0,37.0,50.0,0.7
337.0,37.0,75.0,0.95
337.0,37.0,100.0,0.92
337.0,37.0,125.0,1.47
337.0,37.0,150.0,1.23
337.0,37.0,200.0,1.51
337.0,37.0,250.0,1.71
337.0,37.0,500.0,1.42
337.0,37.0,650.0,1.67
337.0,37.0,770.0,1.37
337.0,37.0,840.0,1.88
337.0,37.0,960.0,1.59
337.0,37.0,1250.0,1.44
337.0,37.0,1500.0,1.64
337.0,37.0,2000.0,1.73
141.7,41.5,10.0,1.43
141.7,41.5,25.0,1.39
141.7,41.5,50.0,1.33
141.7,41.5,75.0,1.33
141.7,41.5,100.0,1.3
141.7,41.5,125.0,1.19
141.7,41.5,150.0,1.0
141.7,41.5,200.0,0.9
141.7,41.5,300.0,0.89
141.7,41.5,400.0,1.95
141.7,41.5,600.0,1.2
141.7,41.5,800.0,1.16
141.7,41.5,0.0,0.64
141.7,41.5,5.0,0.72
141.7,41.5,20.0,0.99
141.7,41.5,45.0,0.9
141.7,41.5,75.0,0.82
141.7,41.5,100.0,0.81
141.7,41.5,120.0,1.07
141.7,41.5,145.0,1.25
141.7,41.5,200.0,1.5
141.7,41.5,300.0,1.47
141.7,41.5,0.0,0.52
141.7,41.5,10.0,0.82
141.7,41.5,15.0,0.7
141.7,41.5,25.0,0.65
141.7,41.5,35.0,0.64
141.7,41.5,55.0,0.53
141.7,41.5,105.0,0.54
141.7,41.5,150.0,0.56
141.7,41.5,200.0,0.93
141.7,41.5,300.0,0.99
141.7,41.5,10.0,0.48
141.7,41.5,25.0,0.46
141.7,41.5,50.0,0.43
141.7,41.5,100.0,0.52
141.7,41.5,150.0,0.9
141.7,41.5,200.0,1.2
141.7,41.5,300.0,1.19
141.7,41.5,400.0,1.55
141.7,41.5,600.0,1.54
141.7,41.5,800.0,1.43
141.7,41.5,10.0,0.27
141.7,41.5,25.0,0.35
141.7,41.5,50.0,0.39
141.7,41.5,72.0,0.41
141.7,41.5,145.0,0.57
141.7,41.5,2.0,0.05
141.7,41.5,25.0,0.05
141.7,41.5,45.0,0.07
141.7,41.5,75.0,0.13
141.7,41.5,100.0,0.16
141.7,41.5,150.0,0.22
141.7,41.5,200.0,0.5
141.7,41.5,300.0,1.06
141.7,41.5,400.0,1.22
141.7,41.5,600.0,1.64
141.7,41.5,800.0,1.63
141.7,41.5,10.0,0.09
141.7,41.5,50.0,0.09
141.7,41.5,75.0,0.16
141.7,41.5,100.0,0.18
141.7,41.5,150.0,0.32
155.0,44.0,5.0,0.37
155.0,44.0,10.0,0.27
155.0,44.0,20.0,0.25
155.0,44.0,30.0,0.45
155.0,44.0,50.0,0.26
155.0,44.0,75.0,0.24
155.0,44.0,125.0,0.36
155.0,44.0,150.0,0.69
155.0,44.0,200.0,0.95
155.0,44.0,300.0,1.05
155.0,44.0,3.0,0.21
155.0,44.0,10.0,0.18
155.0,44.0,20.0,0.17
155.0,44.0,75.0,0.17
155.0,44.0,100.0,0.26
155.0,44.0,150.0,0.49
155.0,44.0,200.0,0.81
155.0,44.0,300.0,0.92
155.0,44.0,400.0,1.18
155.0,44.0,600.0,1.37
155.0,44.0,800.0,1.38
155.0,44.0,5.0,0.11
155.0,44.0,15.0,0.09
155.0,44.0,50.0,0.11
155.0,44.0,80.0,0.16
155.0,44.0,105.0,0.28
155.0,44.0,200.0,0.91
155.0,44.0,300.0,0.87
155.0,44.0,400.0,1.06
155.0,44.0,600.0,1.19
155.0,44.0,800.0,1.25
155.0,44.0,25.0,0.16
155.0,44.0,60.0,0.22
155.0,44.0,85.0,0.34
155.0,44.0,110.0,0.4
155.0,44.0,135.0,0.83
155.0,44.0,280.0,1.19
155.0,44.0,380.0,1.23
155.0,44.0,690.0,1.25
155.0,44.0,785.0,1.18
155.0,44.0,1000.0,1.28
155.0,44.0,1250.0,1.21
155.0,44.0,2500.0,1.03
155.0,44.0,4500.0,0.63
150.5,48.5,5.0,0.41
150.5,48.5,22.0,0.3
150.5,48.5,75.0,0.46
150.5,48.5,100.0,0.41
150.5,48.5,125.0,0.6
150.5,48.5,150.0,0.84
150.5,48.5,200.0,1.19
150.5,48.5,250.0,1.11
150.5,48.5,300.0,1.33
150.5,48.5,390.0,1.16
150.5,48.5,600.0,1.27
150.5,48.5,800.0,1.13
150.5,48.5,1000.0,2.05
150.5,48.5,1250.0,1.61
150.5,48.5,1500.0,1.37
153.15,49.0,10.0,0.27
153.15,49.0,75.0,0.62
153.15,49.0,120.0,0.78
153.15,49.0,110.0,0.77
153.15,49.0,200.0,0.84
153.15,49.0,300.0,0.93
153.15,49.0,400.0,1.14
153.15,49.0,600.0,1.45
153.15,49.0,800.0,1.69
153.15,49.0,1000.0,1.63
153.15,49.0,2000.0,1.13
153.15,49.0,2500.0,0.75
151.36,48.18,5.0,0.62
151.36,48.18,25.0,0.55
151.36,48.18,50.0,0.49
151.36,48.18,125.0,0.56
151.36,48.18,140.0,0.61
151.36,48.18,160.0,0.71
151.36,48.18,200.0,0.75
151.36,48.18,300.0,0.85
151.36,48.18,400.0,0.87
151.36,48.18,600.0,1.29
151.36,48.18,800.0,1.46
151.36,48.18,50.0,0.1
151.36,48.18,80.0,0.24
150.75,44.7,100.0,0.55
150.75,44.7,125.0,0.67
150.75,44.7,150.0,1.0
150.75,44.7,200.0,1.05
150.75,44.7,300.0,1.08
150.75,44.7,400.0,1.01
150.75,44.7,600.0,1.22
150.75,44.7,800.0,1.3
150.75,44.7,1000.0,1.14
150.75,44.7,1250.0,1.18
150.75,44.7,1500.0,1.11
150.75,44.7,2000.0,0.98
150.75,44.7,2500.0,0.83
150.75,44.7,3000.0,0.79
150.75,44.7,3500.0,0.85
150.75,44.7,4000.0,0.86
150.75,44.7,4500.0,0.73
150.75,44.7,5000.0,0.65
150.75,44.7,5250.0,0.62
152.29,45.5,5.0,0.18
152.29,45.5,75.0,0.22
152.29,45.5,100.0,0.3
152.29,45.5,125.0,0.4
152.29,45.5,150.0,0.6
152.29,45.5,200.0,0.66
152.29,45.5,300.0,0.84
152.29,45.5,400.0,1.07
152.29,45.5,600.0,1.49
152.29,45.5,800.0,1.78
152.29,45.5,1000.0,1.56
152.29,45.5,1250.0,0.94
152.29,45.5,1500.0,1.07
152.29,45.5,2000.0,1.0
152.29,45.5,2500.0,0.94
152.29,45.5,3000.0,0.91
152.29,45.5,3500.0,0.99
152.29,45.5,4000.0,0.98
152.29,45.5,4500.0,0.88
152.29,45.5,5000.0,0.82
155.92,48.05,5.0,0.07
155.92,48.05,75.0,0.08
155.92,48.05,100.0,0.1
155.92,48.05,125.0,0.27
155.92,48.05,150.0,0.77
155.92,48.05,200.0,1.4
155.92,48.05,1500.0,1.2
155.92,48.05,2000.0,1.13
155.92,48.05,2500.0,1.03
155.92,48.05,3000.0,0.92
155.92,48.05,3500.0,0.85
155.92,48.05,4000.0,0.84
155.92,48.05,4500.0,1.06
155.92,48.05,5000.0,0.86
157.9,49.07,5.0,0.12
157.9,49.07,25.0,0.07
157.9,49.07,75.0,0.11
157.9,49.07,100.0,0.27
157.9,49.07,125.0,0.78
157.9,49.07,200.0,0.94
157.9,49.07,300.0,0.97
157.9,49.07,400.0,1.36
157.9,49.07,600.0,1.49
157.9,49.07,800.0,1.64
157.9,49.07,1000.0,1.57
157.9,49.07,1250.0,1.28
157.9,49.07,1500.0,1.19
157.9,49.07,2000.0,0.99
157.9,49.07,2500.0,1.0
157.9,49.07,3000.0,0.95
157.9,49.07,3500.0,0.93
157.9,49.07,4000.0,0.88
157.9,49.07,4500.0,0.96
157.9,49.07,5000.0,0.84
159.93,41.17,100.0,0.05
159.93,41.17,125.0,0.07
159.93,41.17,200.0,0.16
159.93,41.17,300.0,0.51
159.93,41.17,400.0,0.76
159.93,41.17,600.0,0.96
159.93,41.17,800.0,0.97
159.93,41.17,1000.0,0.94
159.93,41.17,1500.0,0.99
159.93,41.17,2000.0,0.87
159.93,41.17,2500.0,0.82
159.93,41.17,3000.0,0.83
159.93,41.17,3500.0,0.69
159.93,41.17,4000.0,0.67
159.93,41.17,5000.0,0.64
151.86,38.8,5.0,0.11
151.86,38.8,25.0,0.11
151.86,38.8,50.0,0.11
151.86,38.8,75.0,0.11
151.86,38.8,100.0,0.23
151.86,38.8,150.0,0.35
151.86,38.8,200.0,0.53
151.86,38.8,300.0,1.0
151.86,38.8,400.0,1.17
151.86,38.8,600.0,1.22
151.86,38.8,800.0,1.08
121.2,7.42,5.0,0.75
121.2,7.42,10.0,0.6
121.2,7.42,20.0,0.51
121.2,7.42,30.0,0.25
121.2,7.42,50.0,0.26
121.2,7.42,75.0,0.6
121.2,7.42,100.0,0.99
121.2,7.42,124.0,1.49
121.2,7.42,150.0,1.05
121.2,7.42,174.0,1.17
121.2,7.42,199.0,1.05
121.2,7.42,248.0,1.03
121.2,7.42,298.0,1.3
121.2,7.42,398.0,1.18
121.2,7.42,497.0,1.03
121.2,7.42,597.0,1.08
121.2,7.42,745.0,1.03
121.2,7.42,993.0,0.73
121.2,7.42,1240.0,0.95
121.2,7.42,1486.0,0.94
121.2,7.42,1979.0,0.89
121.2,7.42,2961.0,0.6
121.2,7.42,3940.0,0.43
121.2,7.42,4603.0,1.39
119.17,6.9,5.0,1.17
119.17,6.9,10.0,1.21
119.17,6.9,20.0,0.69
119.17,6.9,30.0,0.61
119.17,6.9,50.0,0.49
119.17,6.9,74.0,0.86
119.17,6.9,99.0,0.97
119.17,6.9,124.0,1.05
119.17,6.9,149.0,1.31
119.17,6.9,199.0,1.27
119.17,6.9,249.0,1.15
119.17,6.9,298.0,0.99
119.17,6.9,497.0,1.68
119.17,6.9,745.0,1.26
119.17,6.9,992.0,0.99
119.17,6.9,1239.0,0.82
119.17,6.9,1486.0,0.92
119.17,6.9,1979.0,0.83
119.17,6.9,3026.0,1.3
121.8,8.83,5.0,1.48
121.8,8.83,10.0,1.08
121.8,8.83,20.0,1.04
121.8,8.83,30.0,0.84
121.8,8.83,50.0,1.33
121.8,8.83,75.0,1.14
121.8,8.83,100.0,1.29
121.8,8.83,125.0,0.76
121.8,8.83,150.0,1.33
121.8,8.83,199.0,1.42
121.8,8.83,249.0,1.45
121.8,8.83,299.0,1.04
121.8,8.83,397.0,1.03
121.8,8.83,497.0,1.59
121.8,8.83,596.0,0.83
121.8,8.83,745.0,1.33
121.8,8.83,992.0,1.1
121.8,8.83,1239.0,0.74
121.8,8.83,1486.0,1.26
121.8,8.83,1979.0,0.93
121.8,8.83,2962.0,0.86
121.8,8.83,3940.0,0.62
121.8,8.83,4845.0,0.65
130.0,7.0,10.0,0.25
130.0,7.0,20.0,0.08
130.0,7.0,30.0,0.09
130.0,7.0,50.0,0.08
130.0,7.0,74.0,0.14
130.0,7.0,99.0,0.5
130.0,7.0,124.0,0.65
130.0,7.0,149.0,0.64
130.0,7.0,174.0,0.96
130.0,7.0,197.0,1.44
130.0,7.0,250.0,1.44
130.0,7.0,299.0,1.03
130.0,7.0,398.0,1.04
130.0,7.0,497.0,1.28
130.0,7.0,596.0,1.3
130.0,7.0,744.0,1.06
130.0,7.0,991.0,1.09
130.0,7.0,1239.0,1.12
130.0,7.0,1485.0,1.18
130.0,7.0,1979.0,1.21
130.0,7.0,2962.0,0.89
130.0,7.0,3941.0,0.84
130.0,7.0,4915.0,1.32
130.0,7.0,5250.0,0.91
124.83,5.17,5.0,0.46
124.83,5.17,10.0,0.28
124.83,5.17,20.0,0.34
124.83,5.17,30.0,0.52
124.83,5.17,50.0,0.78
124.83,5.17,75.0,0.35
124.83,5.17,99.0,0.47
124.83,5.17,125.0,0.47
124.83,5.17,149.0,0.82
124.83,5.17,174.0,1.0
124.83,5.17,199.0,1.0
124.83,5.17,248.0,1.34
124.83,5.17,299.0,1.0
124.83,5.17,397.0,0.77
124.83,5.17,497.0,1.39
124.83,5.17,596.0,1.3
124.83,5.17,745.0,1.4
124.83,5.17,992.0,1.49
124.83,5.17,1238.0,0.81
124.83,5.17,1486.0,1.1
124.83,5.17,1980.0,1.83
124.83,5.17,2962.0,1.16
124.83,5.17,3940.0,1.69
124.83,5.17,4914.0,1.36
118.0,14.5,5.0,0.97
118.0,14.5,9.0,0.67
118.0,14.5,19.0,0.74
118.0,14.5,30.0,0.85
118.0,14.5,51.0,0.29
118.0,14.5,76.0,0.25
118.0,14.5,99.0,0.69
118.0,14.5,124.0,0.63
118.0,14.5,150.0,0.58
118.0,14.5,174.0,0.57
118.0,14.5,200.0,0.7
118.0,14.5,248.0,1.21
118.0,14.5,298.0,0.82
118.0,14.5,496.0,1.01
118.0,14.5,596.0,0.94
118.0,14.5,744.0,0.92
118.0,14.5,991.0,1.98
118.0,14.5,1239.0,0.77
118.0,14.5,1486.0,0.94
118.0,14.5,1978.0,0.77
118.0,14.5,2961.0,0.66
118.0,14.5,3451.0,0.59
118.0,14.5,3707.0,0.57
119.5,13.5,11.0,0.54
119.5,13.5,20.0,1.21
119.5,13.5,30.0,0.74
119.5,13.5,49.0,0.25
119.5,13.5,74.0,0.96
119.5,13.5,99.0,1.0
119.5,13.5,124.0,0.63
119.5,13.5,148.0,0.55
119.5,13.5,197.0,0.77
119.5,13.5,296.0,0.74
119.5,13.5,397.0,0.98
119.5,13.5,497.0,1.01
119.5,13.5,745.0,0.86
119.5,13.5,992.0,1.03
119.5,13.5,1239.0,0.95
119.5,13.5,1980.0,0.82
119.5,13.5,2470.0,0.6
119.5,13.5,2961.0,1.42
119.5,13.5,3449.0,0.62
119.5,13.5,3937.0,0.83
119.5,13.5,4428.0,1.14
119.5,13.5,4914.0,1.05
119.5,13.5,4975.0,0.92
119.5,13.5,5030.0,0.82
199.25,58.1,35.0,13.0
197.99,57.53,35.0,4.2
196.81,56.07,40.0,3.7
195.94,56.75,45.0,4.5
194.48,56.18,50.0,5.1
192.93,54.19,50.0,0.76
190.63,52.93,10.0,1.9
190.63,52.93,30.0,1.6
190.63,52.93,57.0,3.1
181.76,55.04,0.0,0.01
186.13,55.55,0.0,0.11
188.55,56.43,0.0,0.13
189.81,57.14,0.0,6.2
200.07,58.31,0.0,3.6
192.79,55.5,0.0,0.15
192.63,55.44,0.0,0.19
192.38,55.33,0.0,0.27
192.25,55.29,0.0,0.43
191.56,55.13,0.0,0.2
190.95,54.98,0.0,0.12
188.69,54.44,0.0,0.08
191.92,53.89,0.0,0.1
191.75,53.83,0.0,1.2
190.18,53.06,0.0,0.75
191.42,53.31,0.0,1.3
138.5,43.0,5.0,0.11
138.5,43.0,10.0,0.1
138.5,43.0,20.0,0.08
138.5,43.0,30.0,0.08
138.5,43.0,50.0,0.01
138.5,43.0,75.0,0.36
138.5,43.0,100.0,0.17
138.5,43.0,150.0,0.1
138.5,43.0,200.0,0.34
138.5,43.0,300.0,0.55
138.5,43.0,400.0,0.47
138.5,43.0,500.0,0.53
138.5,43.0,600.0,0.56
138.5,43.0,750.0,0.7
138.5,43.0,1000.0,0.64
138.5,43.0,1250.0,0.79
138.5,43.0,1500.0,0.63
138.5,43.0,2000.0,0.61
138.5,43.0,2250.0,0.55
138.5,43.0,2500.0,0.47
138.5,43.0,2750.0,0.47
138.5,43.0,3000.0,0.48
138.5,43.0,3175.0,0.48
137.88,41.97,5.0,0.22
137.88,41.97,10.0,0.17
137.88,41.97,20.0,0.22
137.88,41.97,30.0,0.23
137.88,41.97,50.0,0.26
137.88,41.97,75.0,0.37
137.88,41.97,100.0,0.3
137.88,41.97,150.0,0.07
137.88,41.97,200.0,0.34
137.88,41.97,300.0,0.46
137.88,41.97,400.0,0.53
137.88,41.97,600.0,0.57
137.88,41.97,750.0,0.76
137.88,41.97,1000.0,0.8
137.88,41.97,1500.0,0.71
137.88,41.97,1750.0,0.67
137.88,41.97,2000.0,0.59
137.88,41.97,2250.0,0.55
137.88,41.97,2500.0,0.5
137.88,41.97,2750.0,0.51
137.88,41.97,3000.0,0.54
137.88,41.97,3250.0,0.52
137.88,41.97,3500.0,0.5
137.25,39.65,5.0,0.17
137.25,39.65,10.0,0.14
137.25,39.65,20.0,0.15
137.25,39.65,30.0,0.14
137.25,39.65,50.0,0.18
137.25,39.65,75.0,0.36
137.25,39.65,100.0,0.21
137.25,39.65,125.0,0.14
137.25,39.65,150.0,0.28
137.25,39.65,200.0,0.27
137.25,39.65,250.0,0.76
137.25,39.65,300.0,0.6
137.25,39.65,400.0,0.54
137.25,39.65,500.0,0.75
137.25,39.65,600.0,0.74
137.25,39.65,700.0,0.82
137.25,39.65,800.0,0.82
137.25,39.65,1000.0,0.78
137.25,39.65,1250.0,0.67
137.25,39.65,1500.0,0.55
137.25,39.65,1750.0,0.52
137.25,39.65,2000.0,0.48
137.25,39.65,2250.0,0.44
137.25,39.65,2500.0,0.46
1.0,60.21,10.0,1.4
1.0,60.21,30.0,3.5
1.0,60.21,40.0,2.4
1.2,60.49,10.0,1.2
1.2,60.49,30.0,1.2
1.2,60.49,40.0,1.9
1.2,60.49,50.0,1.2
1.29,60.49,20.0,1.7
1.29,60.49,30.0,2.6
1.29,60.49,40.0,2.9
1.29,60.49,50.0,2.3
1.22,60.65,20.0,1.2
1.22,60.65,30.0,2.4
1.22,60.65,40.0,3.4
1.22,60.65,50.0,1.5
0.67,60.97,40.0,1.8
0.67,60.97,50.0,1.6
0.17,61.71,10.0,1.5
0.17,61.71,20.0,2.1
0.17,61.71,30.0,2.9
0.17,61.71,40.0,1.6
0.17,61.71,50.0,1.5
1.39,60.73,10.0,1.9
1.39,60.73,20.0,1.1
1.39,60.73,30.0,1.5
1.39,60.73,40.0,1.1
1.42,60.46,10.0,2.1
1.42,60.46,20.0,0.6
1.42,60.46,30.0,1.5
1.42,60.46,35.0,1.6
1.42,60.46,40.0,1.2
1.39,60.48,50.0,1.7
1.39,60.48,70.0,3.0
2.99,61.01,18.0,2.3
2.99,61.01,25.0,1.5
2.99,61.01,45.0,1.7
2.99,61.01,55.0,0.4
0.57,60.42,20.0,1.0
0.57,60.42,30.0,2.5
0.57,60.42,70.0,3.6
0.39,60.53,20.0,2.6
0.39,60.53,30.0,0.4
0.39,60.53,50.0,1.1
0.39,60.53,70.0,1.6
0.12,59.61,10.0,0.7
0.12,59.61,20.0,0.3
0.12,59.61,50.0,4.5
0.12,59.61,70.0,4.7
0.84,56.5,10.0,0.8
0.84,56.5,30.0,1.1
0.84,56.5,50.0,4.7
0.84,56.5,70.0,2.8
341.55,40.05,25.0,0.45
340.97,40.5,10.0,0.29
340.97,40.5,25.0,0.41
340.97,40.5,30.0,0.41
340.97,40.5,40.0,0.31
340.97,40.5,50.0,0.45
340.97,40.5,60.0,0.64
340.64,41.81,10.0,0.25
340.64,41.81,20.0,0.41
340.64,41.81,25.0,0.4
340.64,41.81,30.0,0.22
340.64,41.81,40.0,0.3
340.64,41.81,50.0,0.25
340.64,41.81,60.0,0.4
185.4,59.27,15.0,3.11
185.4,59.27,25.0,1.67
185.4,59.27,36.0,1.51
182.95,59.92,15.0,1.32
182.95,59.92,25.0,1.28
182.95,59.92,35.0,1.2
183.64,58.86,15.0,0.9
183.64,58.86,25.0,0.85
183.64,58.86,35.0,0.77
183.64,58.86,100.0,1.57
238.15,36.8,1.0,1.64
238.15,36.8,1.0,2.4
238.15,36.8,1.0,1.04
238.15,36.8,1.0,1.16
238.15,36.8,1.0,1.08
238.15,36.8,1.0,0.47
238.15,36.8,1.0,0.64
238.15,36.8,1.0,0.4
238.15,36.8,1.0,2.31
238.15,36.8,1.0,3.0
238.15,36.8,1.0,2.13
238.15,36.8,1.0,1.97
238.15,36.8,1.0,2.0
238.15,36.8,1.0,1.42
238.15,36.8,1.0,0.7
238.15,36.8,1.0,0.86
238.15,36.8,1.0,0.27
238.15,36.8,1.0,0.67
238.15,36.8,1.0,0.88
238.15,36.8,1.0,3.36
238.15,36.8,1.0,2.77
238.15,36.8,1.0,1.63
238.15,36.8,1.0,3.27
238.15,36.8,1.0,0.99
238.15,36.8,1.0,0.34
238.15,36.8,1.0,0.52
238.15,36.8,1.0,0.91
